Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
05/20/2017,18,Robbery,5F40,Commercial Parking Lot or Garage,17700-17799,TOMBALL PKWY OB,-,-,1
05/20/2017,11,Theft,5F40,Other Parking Lot,2000-2099,WILLOWBROOK MALL,-,-,1
05/21/2017,15,Theft,5F40,Clothing Store,8100-8199,CURRY STREET,-,-,1
05/21/2017,14,Theft,5F40,Strip Business Center Parking Lot,13300-13399,WEST RD 736,-,-,1
05/22/2017,21,Robbery,5F40,Department or Discount Store,8400-8499,FM 1960,RD,W,1
05/22/2017,04,Burglary,5F40,Vehicle/Auto Sales/Lease/Auto Parts Store,8400-8499,FM 1960,RD,W,1
05/22/2017,10,Burglary,5F40,Vehicle/Auto Sales/Lease/Auto Parts Store,8700-8799,FM 1960,RD,W,1
05/22/2017,07,AutoTheft,5F40,Commercial Parking Lot or Garage,18200-18299,SH 249 HWY OB,-,-,1
05/22/2017,11,Theft,5F40,Other Parking Lot,7700-7799,WILLOW CHASE BLVD,BLVD,-,1
05/22/2017,14,AutoTheft,5F40,Other Parking Lot,7700-7799,FM 1960 RD,RD,-,1
05/22/2017,16,Theft,5F40,Specialty Store (Non-Specific),6800-6899,W 6801 FM 1960 RD W,-,-,1
05/22/2017,18,Theft,5F40,Clothing Store,7900-7999,FM 1960,RD,W,1
05/23/2017,08,Theft,5F40,Hotel or Motel Parking Lot,7300-7399,W GREENS RD,RD,-,1
05/23/2017,08,Theft,5F40,Hotel or Motel Parking Lot,7400-7499,W GREENS RD,RD,-,1
05/23/2017,06,Theft,5F40,Hotel or Motel Parking Lot,7300-7399,W GREENS RD,RD,-,1
05/23/2017,11,Theft,5F40,Hotel or Motel Parking Lot,7400-7499,W GREENS RD,RD,-,1
05/23/2017,12,Aggravated Assault,5F40,Apartment Parking Lot,8300-8399,WILLOW PLACE DR N,-,-,1
05/23/2017,18,Theft,5F40,Hotel or Motel Parking Lot,7400-7499,W GREENS RD,RD,-,1
05/23/2017,20,Theft,5F40,Department or Discount Store,1200-1299,BLACKBERRY HOLLOW,DR,-,1
05/23/2017,20,Theft,5F40,Restaurant or Cafeteria Parking Lot,7300-7399,GREENS,RD,W,1
05/23/2017,19,Theft,5F40,"Other, Unknown, or Not Listed",17600-17699,TOMBALL PKWY IB,-,-,1
05/23/2017,21,Theft,5F40,Restaurant or Cafeteria Parking Lot,16300-16399,TOMBALL,PKWY,-,1
05/23/2017,21,Theft,5F40,Restaurant or Cafeteria Parking Lot,17200-17299,TOMBALL PKWY IB,-,-,1
05/24/2017,23,Theft,5F40,Restaurant or Cafeteria Parking Lot,17400-17499,TOMBALL,PKWY,-,1
05/24/2017,22,Theft,5F40,Restaurant or Cafeteria Parking Lot,7600-7699,W FM 1960 RD,RD,-,1
05/24/2017,21,Theft,5F40,Restaurant or Cafeteria Parking Lot,UNK,FM 1960 ENTR/SH 249 HWY OB,-,-,1
05/24/2017,21,Theft,5F40,Restaurant or Cafeteria Parking Lot,7000-7099,W FM 1960 RD,RD,-,1
05/24/2017,21,Theft,5F40,Strip Business Center Parking Lot,7300-7399,W FM 1960 RD,RD,-,1
05/24/2017,22,Burglary,5F40,Apartment,13500-13599,BRETON RIDGE ST,ST,-,1
05/24/2017,16,Theft,5F40,Restaurant or Cafeteria Parking Lot,7100-7199,FM 1960 RD,RD,-,1
05/24/2017,14,Theft,5F40,Clothing Store,7600-7699,FM 1960,RD,W,1
05/24/2017,20,Theft,5F40,Restaurant or Cafeteria Parking Lot,17600-17699,TOMBALL PKWY IB,-,-,1
05/25/2017,07,AutoTheft,5F40,Residence or House,7700-7799,WILLOW CHASE BLVD,BLVD,-,1
05/25/2017,12,Theft,5F40,Restaurant or Cafeteria Parking Lot,12000-12099,RUSTY,LN,-,1
05/25/2017,17,Theft,5F40,"Other, Unknown, or Not Listed",2000-2099,WILLOWBROOK MALL,-,-,1
05/25/2017,18,Aggravated Assault,5F40,Restaurant or Cafeteria Parking Lot,11900-11999,GUADALUPE RIVER,DR,-,1
05/26/2017,01,Theft,5F40,Bar or Night Club Parking Lot,7900-7999,W FM 1960 RD,RD,-,1
05/26/2017,05,Theft,5F40,Hotel or Motel Parking Lot,300-399,PR 3348,-,-,1
05/26/2017,16,Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD,W,1
05/26/2017,10,Theft,5F40,Apartment,600-699,SOUTH FAIR OAKS AVENUE SU,-,-,1
05/27/2017,15,AutoTheft,5F40,Hospital Parking Lot,18200-18299,TOMBALL PKWY OB,-,-,1
05/27/2017,15,Theft,5F40,Miscellaneous Business (Non-Specific),12900-12999,WILLOW CHASE,DR,-,1
05/28/2017,17,Aggravated Assault,5F40,Department or Discount Store,18000-18099,TOMBALL PKWY IB,-,-,1
05/28/2017,17,Theft,5F40,Department or Discount Store,6800-6899,FM 1960,RD,W,1
05/29/2017,14,Theft,5F40,Commercial Parking Lot or Garage,17100-17199,TOMBALL PKWY OB,-,-,1
05/29/2017,13,Theft,5F40,Department or Discount Store,3300-3399,DREW,ST,-,1
05/29/2017,22,Aggravated Assault,5F40,Apartment,9600-9699,GRANT RD,RD,-,1
05/29/2017,22,Theft,5F40,"Theatres, Dinner Theaters, Auditoriums",17300-17399,TOMBALL PKWY OB,-,-,1
05/29/2017,17,AutoTheft,5F40,Department or Discount Store,12600-12699,MONACO,-,-,1
05/29/2017,17,Theft,5F40,Grocery Store or Supermarket,17300-17399,TOMBALL PKWY IB,-,-,1
05/30/2017,00,Robbery,5F40,"Theatres, Dinner Theaters, Auditoriums",17100-17199,TOMBALL PKWY IB,-,-,1
05/30/2017,17,Theft,5F40,Department or Discount Store,12900-12999,WILLOW CHASE,DR,-,1
05/31/2017,14,Theft,5F40,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-,-,1
05/31/2017,14,Theft,5F40,"Other, Unknown, or Not Listed",6800-6899,FM 1960,RD,W,1
05/31/2017,19,Theft,5F40,Clothing Store,7900-7999,FM 1960,RD,W,1
05/31/2017,19,AutoTheft,5F40,Mall Parking Lot,7900-7999,W FM 1960 RD,RD,-,1
05/31/2017,20,Theft,5F40,Mall Parking Lot,7900-7999,W FM 1960 RD,RD,-,1
05/31/2017,20,Theft,5F40,Restaurant or Cafeteria Parking Lot,7100-7199,W FM 1960 RD,RD,-,1
05/31/2017,10,Theft,5F40,Hospital,18200-18299,SH 249 HWY OB,-,-,1
04/02/2017,15,Aggravated Assault,6B10,Residence or House,700-799,COLONY LN,-,-,1
05/01/2017,14,Theft,6B10,Apartment Parking Lot,UNK,E LITTLE YORK RD,RD,-,1
05/01/2017,16,Theft,6B10,Restaurant or Cafeteria Parking Lot,400-499,W LITTLE YORK RD,RD,-,1
05/02/2017,13,Theft,6B10,Restaurant or Cafeteria Parking Lot,UNK,NORTH FWY OB/WITCHER LN,-,-,1
05/02/2017,15,Theft,6B10,Construction Site,5700-5799,AIRLINE DR,-,-,1
05/02/2017,11,AutoTheft,6B10,Apartment Parking Lot,200-299,W LITTLE YORK RD,RD,-,1
05/02/2017,12,Burglary,6B10,Residence or House,1100-1199,CROMWELL ST,ST,-,1
05/02/2017,04,Burglary,6B10,"Furniture, Appliances, Radios, TV Store",6000-6099,NORTH,FWY,-,1
05/03/2017,18,Burglary,6B10,Residence or House,6600-6699,ALFANO ST,ST,-,1
05/03/2017,18,Theft,6B10,Department or Discount Store,700-799,INNSDALE,DR,-,1
05/03/2017,14,AutoTheft,6B10,Residence or House,10200-10299,MALCOLM DR,-,-,1
05/03/2017,13,Theft,6B10,Body Shop,15900-15999,MUSTANG MOUNTAIN,CT,-,1
05/03/2017,07,AutoTheft,6B10,"Road, Street, or Sidewalk",800-899,DUNKLEY DR,-,-,1
05/04/2017,05,Theft,6B10,Driveway,7500-7599,MEADOWVIEW DR,-,-,1
05/04/2017,00,Burglary,6B10,Apartment,7300-7399,NORTHLINE,DR,-,1
05/04/2017,13,Theft,6B10,Service or Gas Station,5400-5499,NORTH FWY OB,-,-,1
05/04/2017,12,AutoTheft,6B10,Restaurant or Cafeteria Parking Lot,6800-6899,AIRLINE DR,-,-,1
05/04/2017,16,Theft,6B10,Strip Business Center Parking Lot,5500-5599,NORTH FWY OB,-,-,1
05/05/2017,21,Theft,6B10,Other Parking Lot,1200-1299,CANINO RD,RD,-,1
05/05/2017,22,Theft,6B10,Restaurant or Cafeteria Parking Lot,9000-9099,INDIAN RIVER,-,-,1
05/05/2017,15,Theft,6B10,"Physician, Doctor, Dentist's Office",5800-5899,AIRLINE DR,-,-,1
05/05/2017,17,Theft,6B10,Bar or Night Club,400-499,FOXGLOVE LN,-,-,1
05/06/2017,21,Aggravated Assault,6B10,Apartment,11400-11499,BONNEY,RD,-,1
05/07/2017,12,Theft,6B10,Apartment Parking Lot,300-399,LITTLE YORK RD,RD,-,1
05/07/2017,08,Aggravated Assault,6B10,Residence or House,5400-5499,NORDLING RD,RD,-,2
05/07/2017,20,Theft,6B10,"Parks and Recreation, Zoo, Swimming Pool",6900-6999,NORDLING RD,RD,-,1
05/08/2017,02,Murder,6B10,Residence or House,700-799,SUNNYSIDE,-,E,1
05/08/2017,08,Aggravated Assault,6B10,"Road, Street, or Sidewalk",7400-7499,AIRLINE DR,-,-,1
05/09/2017,19,Aggravated Assault,6B10,Apartment,300-399,ROSAMOND,-,-,1
05/09/2017,21,Robbery,6B10,Department or Discount Store,6600-6699,AIRLINE,DR,-,1
05/09/2017,09,Theft,6B10,Strip Business Center Parking Lot,400-499,W. LITTLE YORK,-,-,1
05/09/2017,06,Theft,6B10,Apartment Parking Lot,9400-9499,BAUMAN RD,RD,-,1
05/10/2017,14,Robbery,6B10,Bank,900-999,LITTLE YORK,RD,E,1
05/10/2017,14,Rape,6B10,Residence or House,100-199,E PARKER RD,RD,-,1
05/11/2017,01,Aggravated Assault,6B10,Residence or House,900-999,RITTENHOUSE ST,ST,-,1
05/11/2017,07,Theft,6B10,Apartment Parking Lot,7200-7299,NORTHLINE DR,-,-,1
05/11/2017,15,AutoTheft,6B10,Strip Business Center Parking Lot,5800-5899,AIRLINE DR,-,-,1
05/11/2017,21,Theft,6B10,"Field, Woods, Forest, Park",100-199,WELLINGTON,ST,-,1
05/12/2017,14,AutoTheft,6B10,"Furniture, Appliances, Radios, TV Store",7500-7599,NORTH,FWY,-,2
05/12/2017,15,Burglary,6B10,Residence or House,12200-12299,W HARDY RD,RD,-,1
05/12/2017,18,AutoTheft,6B10,Grocery Store or Supermarket Parking Lot,7400-7499,AIRLINE DR,-,-,1
05/12/2017,17,Burglary,6B10,Residence or House,700-799,FAIRDAY LN,-,-,1
05/12/2017,20,Theft,6B10,Residence or House,200-299,TALLANT ST,ST,-,1
05/13/2017,03,Aggravated Assault,6B10,"Road, Street, or Sidewalk",6700-6799,AIRLINE DR,-,-,1
05/13/2017,19,Theft,6B10,Residence or House,10900-10999,NORMEADOW,LN,-,1
05/13/2017,14,Aggravated Assault,6B10,Apartment,7300-7399,NORTHLINE DR,-,-,1
05/13/2017,12,AutoTheft,6B10,Driveway,100-199,E RIVERWOOD DR,-,-,1
05/13/2017,12,Theft,6B10,Residence or House,100-199,LUETTA,-,-,1
05/14/2017,02,Burglary,6B10,Restaurant or Cafeteria,6700-6799,AIRLINE,DR,-,1
05/14/2017,10,Theft,6B10,Apartment Parking Lot,800-899,TIDWELL RD,RD,-,1
05/14/2017,19,Aggravated Assault,6B10,"Road, Street, or Sidewalk",300-399,TIDWELL RD,RD,-,1
05/14/2017,22,AutoTheft,6B10,Grocery Store or Supermarket Parking Lot,5500-5599,NORTH FWY OB,-,-,1
05/14/2017,22,AutoTheft,6B10,Restaurant or Cafeteria Parking Lot,6800-6899,AIRLINE DR,-,-,1
05/15/2017,06,Burglary,6B10,Restaurant or Cafeteria,6500-6599,AIRLINE,DR,-,1
05/15/2017,21,Robbery,6B10,Restaurant or Cafeteria,5400-5499,AIRLINE,DR,-,1
05/15/2017,23,AutoTheft,6B10,"Road, Street, or Sidewalk",UNK,DIPPING LN,-,-,1
05/15/2017,18,AutoTheft,6B10,Commercial Parking Lot or Garage,7400-7499,NORTH FWY OB,-,-,1
05/15/2017,18,Aggravated Assault,6B10,Apartment,300-399,W LITTLE YORK RD,RD,-,1
05/17/2017,23,Theft,6B10,Restaurant or Cafeteria Parking Lot,700-799,LITTLE YORK,RD,-,1
05/17/2017,08,Theft,6B10,Other Parking Lot,5800-5899,AIRLINE,DR,-,1
05/17/2017,15,Theft,6B10,Department or Discount Store,400-499,LITTLE YORK,RD,W,1
05/17/2017,15,AutoTheft,6B10,Other Parking Lot,500-599,LITTLE YORK RD,RD,-,1
05/18/2017,09,AutoTheft,6B10,"Road, Street, or Sidewalk",100-199,TURNER DR,-,-,1
05/18/2017,04,Theft,6B10,Apartment Parking Lot,100-199,W PARKER RD,RD,-,1
05/18/2017,13,Theft,6B10,Driveway,11000-11099,STABLER LN,-,-,1
05/18/2017,14,AutoTheft,6B10,"Other, Unknown, or Not Listed",1100-1199,MITCHELL RD,RD,-,1
05/19/2017,10,Burglary,6B10,Specialty Store (Non-Specific),5900-5999,NORTH FWY.,-,-,1
05/19/2017,19,Theft,6B10,Other Parking Lot,900-999,CANINO RD,RD,-,1
05/19/2017,20,Theft,6B10,Restaurant or Cafeteria Parking Lot,5900-5999,NORTH FWY OB,-,-,1
05/19/2017,21,AutoTheft,6B10,Other Parking Lot,2400-2499,SUNNY,DR,-,1
05/19/2017,23,Aggravated Assault,6B10,Miscellaneous Business (Non-Specific),6100-6199,AIRLINE,DR,-,1
05/20/2017,00,Theft,6B10,Restaurant or Cafeteria Parking Lot,5500-5599,NORTH FWY OB,-,-,1
05/20/2017,00,Burglary,6B10,Miscellaneous Business (Non-Specific),6500-6599,NORTH,FWY,-,1
05/20/2017,12,Aggravated Assault,6B10,"Road, Street, or Sidewalk",100-199,W PARKER RD,RD,-,2
05/20/2017,18,Theft,6B10,Clothing Store,5500-5599,NORTH,FWY,-,1
05/20/2017,15,Theft,6B10,Strip Business Center Parking Lot,5400-5499,NORTH FWY OB,-,-,1
05/21/2017,11,Theft,6B10,Convenience Store Parking Lot,200-299,LITTLE YORK,RD,E,1
05/21/2017,19,Theft,6B10,Residence or House,1000-1099,WELLINGTON ST,ST,-,1
05/21/2017,02,AutoTheft,6B10,Bar or Night Club Parking Lot,5900-5999,NORTH FWY OB,-,-,1
05/21/2017,10,Burglary,6B10,Commercial Building,300-399,LITTLE YORK,RD,W,1
05/22/2017,20,Robbery,6B10,Restaurant or Cafeteria Parking Lot,7500-7599,NORTH FWY OB,-,-,1
05/22/2017,14,Theft,6B10,Restaurant or Cafeteria Parking Lot,7500-7599,NORTH FWY OB,-,-,1
05/22/2017,09,Burglary,6B10,Restaurant or Cafeteria,900-999,TIDWELL,RD,E,1
05/22/2017,03,Burglary,6B10,Restaurant or Cafeteria,6700-6799,AIRLINE,DR,-,1
05/23/2017,13,Aggravated Assault,6B10,Residence or House,900-999,OAK GLEN DR,-,-,1
05/23/2017,15,Theft,6B10,"Furniture, Appliances, Radios, TV Store",500-599,LITTLE YORK,RD,E,1
05/23/2017,21,AutoTheft,6B10,Strip Business Center Parking Lot,1600-1699,BLUE BELL,RD,-,1
05/24/2017,11,Theft,6B10,Miscellaneous Business (Non-Specific),5400-5499,NORTH,FWY,-,1
05/24/2017,11,Theft,6B10,Strip Business Center Parking Lot,1400-1499,BROADWAY,AVE,N,1
05/24/2017,17,Robbery,6B10,"Field, Woods, Forest, Park",1700-1799,PARKER,RD,-,1
05/24/2017,16,Theft,6B10,Bar or Night Club,6900-6999,AIRLINE DR,-,-,1
05/25/2017,07,AutoTheft,6B10,Apartment Parking Lot,6300-6399,NORTHLINE DR,-,-,1
05/25/2017,06,Theft,6B10,Restaurant or Cafeteria Parking Lot,5400-5499,AIRLINE,DR,-,1
05/25/2017,07,Theft,6B10,Apartment Parking Lot,300-399,W LITTLE YORK RD,RD,-,1
05/26/2017,15,Theft,6B10,Apartment Parking Lot,600-699,E LITTLE YORK RD,RD,-,1
05/26/2017,15,Theft,6B10,Strip Business Center Parking Lot,100-199,LITTLE YORK,RD,-,1
05/26/2017,04,Burglary,6B10,Apartment,600-699,LITTLE YORK,RD,E,1
05/27/2017,21,Burglary,6B10,Apartment,100-199,WEST PARKER PLAZA APT,-,-,1
05/27/2017,23,AutoTheft,6B10,Strip Business Center Parking Lot,400-499,W LITTLE YORK RD,RD,-,1
05/28/2017,18,Theft,6B10,Convenience Store,800-899,LITTLE YORK,RD,-,1
05/28/2017,16,Theft,6B10,Other Parking Lot,100-199,CARBY RD,RD,-,1
05/28/2017,15,Theft,6B10,Driveway,10100-10199,GOLDCREST,ST,-,1
05/28/2017,14,Theft,6B10,Clothing Store,3800-3899,SAN PEDRO,-,-,1
05/28/2017,07,Theft,6B10,Apartment Parking Lot,300-399,E LITTLE YORK RD,RD,-,1
05/28/2017,07,Theft,6B10,Driveway,1000-1099,CHARLES RD,RD,-,1
05/28/2017,03,Aggravated Assault,6B10,"Road, Street, or Sidewalk",1100-1199,CRESLINE,ST,-,1
05/29/2017,01,Theft,6B10,Vehicle/Auto Sales/Lease/Auto Parts Store,7400-7499,AIRLINE,DR,-,1
05/29/2017,22,Burglary,6B10,Garage or Carport,700-799,BRIARCLIFF DR,-,-,1
05/30/2017,17,AutoTheft,6B10,Restaurant or Cafeteria Parking Lot,5400-5499,AIRLINE DR,-,-,1
05/30/2017,17,AutoTheft,6B10,Restaurant or Cafeteria Parking Lot,6400-6499,AIRLINE DR,-,-,1
05/30/2017,14,Burglary,6B10,Apartment,9400-9499,BAUMAN RD,RD,-,1
05/30/2017,09,Theft,6B10,Auto Repair,6900-6999,AIRLINE DR,-,-,1
05/30/2017,10,Theft,6B10,Commercial Parking Lot or Garage,7400-7499,AIRLINE,DR,-,1
05/31/2017,06,Burglary,6B10,Restaurant or Cafeteria,6500-6599,AIRLINE,DR,-,1
05/31/2017,19,Theft,6B10,"Electronics Store, Electrical Supplies",7400-7499,AIRLINE DR,-,-,1
05/31/2017,14,Aggravated Assault,6B10,"Road, Street, or Sidewalk",1000-1099,WALL,ST,-,1
05/01/2017,17,Aggravated Assault,6B20,Residence or House,7200-7299,W MONTGOMERY RD,RD,-,1
05/01/2017,07,Burglary,6B20,Rental Storage Facility,6900-6999,SHEPHERD,RD,N,1
05/02/2017,06,AutoTheft,6B20,Driveway,400-499,RED RIPPLE RD,RD,-,1
05/03/2017,21,Theft,6B20,Grocery Store or Supermarket Parking Lot,3000-3099,MAURY,ST,-,1
05/03/2017,09,Burglary,6B20,Residence or House,8200-8299,LOCKWOOD,DR,-,1
05/04/2017,07,Theft,6B20,"Road, Street, or Sidewalk",7300-7399,N SHEPHERD DR,-,-,1
05/04/2017,09,Aggravated Assault,6B20,Apartment,700-799,PINEMONT DR,-,-,1
05/04/2017,19,Theft,6B20,Apartment,2300-2399,W TIDWELL RD,RD,-,1
05/05/2017,04,AutoTheft,6B20,Driveway,2400-2499,AREBA ST,ST,-,1
05/05/2017,10,Theft,6B20,Miscellaneous Business (Non-Specific),6200-6299,T C JESTER BLVD,BLVD,-,1
05/05/2017,10,Burglary,6B20,"Vacant Storage Fac (Barn,Garage,Warehouse)",800-899,LOVERS LN,-,-,1
05/06/2017,02,AutoTheft,6B20,Driveway,200-299,FLORADORA LN,-,-,1
05/06/2017,10,Aggravated Assault,6B20,"Road, Street, or Sidewalk",1000-1099,GRANVILLE DR,-,-,1
05/06/2017,21,Aggravated Assault,6B20,Residence or House,900-999,ARMADA,DR,-,1
05/06/2017,19,AutoTheft,6B20,Driveway,7100-7199,DE PRIEST ST,ST,-,1
05/07/2017,00,Burglary,6B20,Restaurant or Cafeteria Parking Lot,400-499,PARKER,RD,W,1
05/08/2017,10,Theft,6B20,Other Parking Lot,4400-4499,PINEMONT,DR,-,1
05/08/2017,10,Theft,6B20,Residence or House,7500-7599,KNOX,ST,-,1
05/08/2017,00,Aggravated Assault,6B20,Apartment Parking Lot,10400-10499,ONSLOW,-,-,1
05/08/2017,15,Theft,6B20,"Vacant Single Occ Resd(House,Townhs,Dplex)",6700-6799,BREEN,DR,-,1
05/08/2017,13,Burglary,6B20,Residence or House,5800-5899,PHILLIPS,-,-,1
05/10/2017,21,Robbery,6B20,"Road, Street, or Sidewalk",800-899,LITTLE YORK,RD,W,1
05/11/2017,08,Burglary,6B20,Restaurant or Cafeteria,500-599,LITTLE YORK,RD,W,1
05/11/2017,19,Burglary,6B20,Residence or House,2400-2499,MANSFIELD ST,ST,-,1
05/11/2017,16,Burglary,6B20,Residence or House,500-599,SURRATT DR,-,-,1
05/11/2017,14,Aggravated Assault,6B20,Barber And Beauty Shops,900-999,W LITTLE YORK RD,RD,-,1
05/11/2017,12,Aggravated Assault,6B20,Residence or House,6500-6599,PARAMEDIC BOX,-,-,1
05/11/2017,09,Theft,6B20,Convenience Store,900-999,W LITTLE YORK RD,RD,-,1
05/12/2017,23,Theft,6B20,"Vacant Single Occ Resd(House,Townhs,Dplex)",4500-4599,OAK SHADOWS DR,-,-,1
05/12/2017,23,Robbery,6B20,"Road, Street, or Sidewalk",5400-5499,N SHEPHERD DR,-,-,1
05/12/2017,21,Robbery,6B20,Car Wash,6600-6699,W. MONTGOMERY,-,-,1
05/12/2017,17,Burglary,6B20,Residence or House,6500-6599,MCWILLIAMS DR,-,-,1
05/12/2017,16,Aggravated Assault,6B20,"Road, Street, or Sidewalk",800-899,W RITTENHOUSE ST,ST,-,2
05/13/2017,13,AutoTheft,6B20,Driveway,200-299,W OBION RD,RD,-,1
05/13/2017,09,Theft,6B20,"Multi-Plex Home (Duplex,Triplex Etc.)",5700-5799,YALE ST,ST,-,1
05/13/2017,09,Theft,6B20,Vehicle/Auto Sales/Lease/Auto Parts Store,7200-7299,NORTH FWY IB,-,-,1
05/15/2017,18,Theft,6B20,Convenience Store Parking Lot,6800-6899,W MONTGOMERY RD,RD,-,1
05/15/2017,17,Aggravated Assault,6B20,Residence or House,6100-6199,W MONTGOMERY RD,RD,-,1
05/15/2017,05,Robbery,6B20,Restaurant or Cafeteria,6600-6699,SHEPHERD,RD,N,1
05/16/2017,01,Burglary,6B20,Residence or House,6700-6799,MCWILLIAMS DR,-,-,1
05/16/2017,06,AutoTheft,6B20,Other Parking Lot,2300-2399,BINGLE,RD,-,1
05/16/2017,07,Theft,6B20,Commercial Parking Lot or Garage,6400-6499,STUEBNER AIRLINE,RD,-,1
05/16/2017,07,Theft,6B20,Driveway,100-199,FLORADORA LN,-,-,1
05/17/2017,22,Aggravated Assault,6B20,"Road, Street, or Sidewalk",700-799,WSET LITTLE YORK APT 1901,-,-,1
05/18/2017,05,Theft,6B20,"Road, Street, or Sidewalk",5400-5499,WERNER ST,ST,-,1
05/18/2017,07,Theft,6B20,Driveway,1700-1799,W DONOVAN,-,-,1
05/18/2017,06,Theft,6B20,Apartment Parking Lot,2300-2399,W TIDWELL RD,RD,-,1
05/18/2017,14,Burglary,6B20,Residence or House,1000-1099,WILBURFORCE ST,ST,-,1
05/18/2017,17,Theft,6B20,Residence or House,5700-5799,BEALL ST,ST,-,1
05/18/2017,11,Theft,6B20,Apartment,3100-3199,W LITTLE YORK RD,RD,-,1
05/18/2017,10,Theft,6B20,Residence or House,100-199,ANABEL LN,-,-,1
05/19/2017,14,Theft,6B20,Residence or House,400-499,RED RIPPLE RD,RD,-,1
05/19/2017,03,Robbery,6B20,Freeway Service Road,500-599,W TIDWELL RD,RD,-,1
05/19/2017,21,Robbery,6B20,Restaurant or Cafeteria,6000-6099,NORTH,FWY,-,1
05/20/2017,20,Theft,6B20,Convenience Store,6800-6899,T C JESTER,BLVD,-,1
05/21/2017,10,AutoTheft,6B20,Commercial Parking Lot or Garage,UNK,NORTH FWY IB/TIDWELL IBOB,-,-,1
05/21/2017,08,Burglary,6B20,Restaurant or Cafeteria,7200-7299,SHEPHERD,RD,N,1
05/21/2017,17,Aggravated Assault,6B20,"Road, Street, or Sidewalk",800-899,GRANVILLE DR,-,-,1
05/21/2017,13,AutoTheft,6B20,Residence or House,6600-6699,UTAH,-,-,1
05/22/2017,16,Burglary,6B20,Miscellaneous Business (Non-Specific),9700-9799,CAPE BREEZE,DR,-,1
05/23/2017,10,Theft,6B20,Driveway,6500-6599,MORROW,-,-,1
05/23/2017,06,Theft,6B20,Hotel or Motel Parking Lot,7400-7499,NORTH FWY IB,-,-,1
05/25/2017,11,Theft,6B20,Residence or House,500-599,W SUNNYSIDE,-,-,1
05/25/2017,14,Aggravated Assault,6B20,"Road, Street, or Sidewalk",7600-7699,W MONTGOMERY RD,RD,-,1
05/26/2017,17,Burglary,6B20,Residence or House,700-799,GREEN MEADOW,LN,-,1
05/26/2017,22,Aggravated Assault,6B20,Apartment Parking Lot,3100-3199,LITTLE YORK,RD,W,1
05/26/2017,20,Aggravated Assault,6B20,Residence or House,4500-4599,BAYOU VISTA DR,-,-,2
05/26/2017,19,Burglary,6B20,Residence or House,6600-6699,WHEATLEY ST,ST,-,1
05/27/2017,21,Theft,6B20,Miscellaneous Business (Non-Specific),3500-3599,PINEMONT,DR,-,1
05/27/2017,09,Burglary,6B20,"Other, Unknown, or Not Listed",7000-7099,STUEBNER AIRLINE RD,RD,-,1
05/27/2017,08,Theft,6B20,Driveway,100-199,FLORADORA LN,-,-,1
05/28/2017,20,Aggravated Assault,6B20,Apartment,700-799,PINEMONT DR,-,-,1
05/28/2017,15,Theft,6B20,Driveway,6900-6999,RADCLIFFE ST,ST,-,1
05/28/2017,19,Aggravated Assault,6B20,Residence or House,3300-3399,DESOTO ST,ST,-,1
05/28/2017,03,AutoTheft,6B20,Driveway,500-599,W. SUNNYSIDE,-,-,1
05/29/2017,22,Theft,6B20,Bar or Night Club,6700-6799,STUEBNER AIRLINE RD,RD,-,1
05/29/2017,17,Aggravated Assault,6B20,Apartment Parking Lot,3100-3199,W LITTLE YORK RD,RD,-,3
05/31/2017,07,Theft,6B20,Hotel or Motel Parking Lot,7400-7499,NORTH FWY IB,-,-,1
05/31/2017,09,AutoTheft,6B20,Apartment Parking Lot,5600-5699,YALE ST,ST,-,1
05/31/2017,11,AutoTheft,6B20,Hotel or Motel Parking Lot,1100-1199,HOMER ST,ST,-,1
05/01/2017,18,Burglary,6B30,Residence or House,6700-6799,LOG HOLLOW,DR,-,1
05/01/2017,17,Burglary,6B30,Residence or House,7700-7799,GREEN LAWN,DR,-,1
05/01/2017,23,Theft,6B30,Convenience Store,9900-9999,N HOUSTON ROSSLYN RD,RD,-,1
05/01/2017,06,Theft,6B30,Apartment Parking Lot,5500-5599,HOLLY VIEW DR,-,-,1
05/01/2017,08,Theft,6B30,Apartment Parking Lot,6400-6499,DEIHL RD,RD,-,1
05/01/2017,16,Theft,6B30,Convenience Store,3300-3399,LITTLE YORK,RD,W,1
05/01/2017,16,Robbery,6B30,Miscellaneous Business (Non-Specific),5300-5399,DEEP FOREST,ST,-,1
05/01/2017,17,AutoTheft,6B30,Residence or House,8700-8799,WOODCAMP DR,-,-,1
05/02/2017,10,Theft,6B30,"Factory, Manufacturing, or Industrial",7400-7499,BREEN,DR,-,1
05/02/2017,09,Burglary,6B30,Rental Storage Facility,5800-5899,N HOUSTON ROSSLYN RD,RD,-,1
05/02/2017,15,AutoTheft,6B30,Apartment Parking Lot,5700-5799,LOST FOREST DR,-,-,1
05/02/2017,14,Theft,6B30,Other Parking Lot,6900-6999,ANTOINE DR,-,-,1
05/02/2017,14,Theft,6B30,Service or Gas Station,UNK,BINGLE RD/N HOUSTON ROSSLYN RD,RD,-,1
05/02/2017,17,Theft,6B30,Apartment,2500-2599,JUDIWAY,ST,-,1
05/02/2017,17,Theft,6B30,Service or Gas Station,10700-10799,CORA,ST,-,1
