Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
05/04/2017,03,Aggravated Assault,10H50,Apartment,2400-2499,SAMPSON,-,-,1
05/04/2017,06,Burglary,10H50,Residence or House,2800-2899,ANITA ST.,-,-,1
05/04/2017,12,Aggravated Assault,10H50,Residence or House,3800-3899,2 TUAM,ST,-,1
05/05/2017,17,Robbery,10H50,"Road, Street, or Sidewalk",4000-4099,BURKETT ST,ST,-,1
05/05/2017,01,Theft,10H50,Residence or House,2600-2699,ROSALIE,ST,-,1
05/05/2017,06,Murder,10H50,"Road, Street, or Sidewalk",UNK,HOMELESS,-,-,1
05/06/2017,11,Burglary,10H50,Miscellaneous Business (Non-Specific),2900-2999,ELGIN ST,ST,-,1
05/06/2017,09,Theft,10H50,"Road, Street, or Sidewalk",2400-2499,HOLMAN,-,-,1
05/06/2017,19,Theft,10H50,"Parks and Recreation, Zoo, Swimming Pool",4700-4799,CALHOUN RD,RD,-,1
05/07/2017,12,Burglary,10H50,Residence or House,3400-3499,LIVE OAK,-,-,1
05/07/2017,19,Rape,10H50,Residence or House,2200-2299,ST EMANUEL,-,-,1
05/08/2017,11,Theft,10H50,Hotel or Motel Parking Lot,2600-2699,NAPOLEON,-,-,1
05/08/2017,22,Aggravated Assault,10H50,Residence or House,3100-3199,BURKETT,-,-,1
05/09/2017,11,Theft,10H50,Residence or House,3000-3099,DREW ST,ST,-,1
05/09/2017,10,Burglary,10H50,Restaurant or Cafeteria,2900-2999,DOWLING,ST,-,1
05/09/2017,08,Burglary,10H50,Residence or House,3300-3399,NAPOLEON,-,-,1
05/10/2017,07,Rape,10H50,Residence or House,2200-2299,SAINT EMANUEL ST,ST,-,1
05/10/2017,09,Theft,10H50,Driveway,2300-2399,HADLEY ST,ST,-,1
05/10/2017,10,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3200-3299,ELGIN ST,ST,-,1
05/11/2017,10,Theft,10H50,"Road, Street, or Sidewalk",3000-3099,P O BOX 541081,-,-,1
05/12/2017,10,Robbery,10H50,"Road, Street, or Sidewalk",3600-3699,MCGOWEN ST,ST,-,1
05/13/2017,13,AutoTheft,10H50,"Road, Street, or Sidewalk",2900-2999,SAMPSON,-,-,1
05/13/2017,08,Theft,10H50,"Road, Street, or Sidewalk",2100-2199,BERRY,ST,-,1
05/14/2017,11,Theft,10H50,Bar or Night Club Parking Lot,2300-2399,PIERCE ST,ST,-,1
05/14/2017,12,Robbery,10H50,"Road, Street, or Sidewalk",3300-3399,REEVES,-,-,1
05/15/2017,11,Burglary,10H50,"Multi-Plex Home (Duplex,Triplex Etc.)",8500-8599,HARFORD MILLS,DR,-,1
05/15/2017,16,AutoTheft,10H50,Residence or House,3000-3099,ELGIN ST,ST,-,1
05/16/2017,13,Burglary,10H50,Residence or House,2600-2699,WINBERN,-,-,1
05/17/2017,16,Theft,10H50,Residence or House,3000-3099,MILBY,-,-,1
05/17/2017,16,Robbery,10H50,"Road, Street, or Sidewalk",3300-3399,SANDERS,-,-,1
05/17/2017,07,AutoTheft,10H50,Apartment Parking Lot,3700-3799,ALABAMA ST,ST,-,1
05/17/2017,22,AutoTheft,10H50,Service or Gas Station,3500-3599,ELGIN ST,ST,-,1
05/18/2017,15,Aggravated Assault,10H50,Convenience Store,8600-8699,ROCKFORD,RD,-,1
05/18/2017,20,Burglary,10H50,Residence or House,3300-3399,SIMMONS,-,-,1
05/19/2017,07,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3400-3499,BUELAH,ST,-,1
05/19/2017,19,Aggravated Assault,10H50,Liquor Store,10800-10899,SPRING CYPRESS,-,-,1
05/20/2017,07,Aggravated Assault,10H50,Apartment,2800-2899,BERRY ST,ST,-,1
05/21/2017,11,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3400-3499,DELANO,-,-,1
05/22/2017,15,Theft,10H50,Apartment,2900-2999,ANITA ST,ST,-,1
05/22/2017,16,Theft,10H50,"Road, Street, or Sidewalk",2400-2499,PIERCE ST,ST,-,1
05/23/2017,09,Theft,10H50,"Road, Street, or Sidewalk",3600-3699,SAINT CHARLES,-,-,1
05/23/2017,09,Aggravated Assault,10H50,Residence or House,3400-3499,MCILHENNY ST,ST,-,1
05/23/2017,08,Theft,10H50,"Road, Street, or Sidewalk",2400-2499,HOLMAN,-,-,1
05/23/2017,10,Burglary,10H50,High School,8600-8699,WALLISVILLE,RD,-,1
05/23/2017,11,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3300-3399,ANITA ST,ST,-,1
05/23/2017,11,Burglary,10H50,Residence or House,2400-2499,ANITA ST,ST,-,1
05/23/2017,13,Theft,10H50,Residence or House,2800-2899,DENNIS ST,ST,-,1
05/23/2017,17,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3100-3199,ELGIN ST,ST,-,1
05/24/2017,09,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3200-3299,TRUXILLO,-,-,1
05/24/2017,06,Robbery,10H50,"Road, Street, or Sidewalk",3400-3499,BEULAH ST,ST,-,1
05/24/2017,11,Theft,10H50,"Road, Street, or Sidewalk",3400-3499,HOLMAN,-,-,1
05/24/2017,10,Burglary,10H50,Residence or House,2700-2799,DELANO,-,-,1
05/24/2017,18,Burglary,10H50,Residence or House,10800-10899,BRAESRIDGE,DR,-,1
05/25/2017,10,Theft,10H50,Driveway,2100-2199,GRAY ST,ST,-,1
05/25/2017,12,Theft,10H50,"Vacant Single Occ Resd(House,Townhs,Dplex)",2100-2199,STUART,-,-,1
05/26/2017,05,Aggravated Assault,10H50,Residence or House,3300-3399,FRANCIS,-,-,1
05/26/2017,16,Theft,10H50,Other Parking Lot,3400-3499,HUTCHINS,-,-,1
05/26/2017,09,Burglary,10H50,Residence or House,2400-2499,ISABELLA,-,-,1
05/27/2017,22,Robbery,10H50,Restaurant or Cafeteria Parking Lot,3600-3699,CLEBURNE ST,ST,-,1
05/27/2017,18,Aggravated Assault,10H50,Residence or House,9400-9499,BUFFALO BEND LN.,-,-,1
05/27/2017,13,Theft,10H50,"Road, Street, or Sidewalk",3200-3299,TRUXILLO,-,-,1
05/27/2017,01,AutoTheft,10H50,"Road, Street, or Sidewalk",2600-2699,BERRY ST,ST,-,1
05/27/2017,07,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3000-3099,BRAILSFORT,-,-,2
05/28/2017,09,Theft,10H50,"Road, Street, or Sidewalk",2400-2499,ALABAMA ST,ST,-,1
05/28/2017,19,Theft,10H50,"Laundry, Dry Cleaners, Washaterias",3200-3299,TRUXILLO,-,-,1
05/29/2017,23,Theft,10H50,Convenience Store Parking Lot,2600-2699,ALABAMA ST,ST,-,1
05/29/2017,09,Burglary,10H50,Apartment,3200-3299,TRUXILLO,-,-,1
05/30/2017,04,Aggravated Assault,10H50,Residence or House,3300-3399,HUTCHINS,ST,-,1
05/30/2017,11,Theft,10H50,"Other, Unknown, or Not Listed",2600-2699,ROSALIE,-,-,1
05/30/2017,13,Theft,10H50,Commercial Parking Lot or Garage,3100-3199,WEST HAMPTON,-,-,1
05/30/2017,13,Aggravated Assault,10H50,"Road, Street, or Sidewalk",9300-9399,VANWOOD,ST,-,1
05/31/2017,19,Robbery,10H50,"Road, Street, or Sidewalk",2000-2099,BURKE RD APT 64,-,-,1
05/31/2017,10,Robbery,10H50,"Road, Street, or Sidewalk",7900-7999,LAVENDER,-,-,1
05/31/2017,12,Theft,10H50,Apartment,3300-3399,E ALABAMA ST,ST,-,1
03/23/2017,21,Rape,10H60,"Road, Street, or Sidewalk",3300-3399,DIXIE DR,-,-,1
05/01/2017,01,Theft,10H60,Residence or House,3300-3399,KILGORE,-,-,1
05/01/2017,10,Theft,10H60,Apartment Parking Lot,5100-5199,SAUER,-,-,1
05/03/2017,11,Theft,10H60,Construction Site,4000-4099,ROSENEATH,DR,-,1
05/03/2017,00,Robbery,10H60,Apartment,2800-2899,WICHITA,ST,-,1
05/04/2017,06,Burglary,10H60,Restaurant or Cafeteria,3600-3699,OLD SPANISH,TRL,-,1
05/04/2017,06,Theft,10H60,Driveway,3500-3599,WENTWORTH ST,ST,-,1
05/04/2017,07,Theft,10H60,Other Parking Lot,17300-17399,PINE CUT,-,-,1
05/04/2017,07,Theft,10H60,"Road, Street, or Sidewalk",7500-7599,BELLERIVE 1711,-,-,1
05/04/2017,17,AutoTheft,10H60,"Other, Unknown, or Not Listed",3000-3099,MURWORTH DR APT 1702,-,-,1
05/04/2017,23,Theft,10H60,Bank or Savings Institution Parking Lot,5000-5099,CALHOUN RD,RD,-,1
05/04/2017,20,Theft,10H60,Other Parking Lot,3300-3399,BLODGETT ST,ST,-,1
05/05/2017,08,Theft,10H60,"Road, Street, or Sidewalk",3700-3799,SOUTHMORE BLVD,BLVD,-,1
05/05/2017,11,Robbery,10H60,"Road, Street, or Sidewalk",6800-6899,CONLEY,ST,-,1
05/05/2017,16,Theft,10H60,"Road, Street, or Sidewalk",3500-3599,DIXIE DR,-,-,1
05/06/2017,01,Burglary,10H60,Liquor Store,3300-3399,DIXIE,DR,-,1
05/06/2017,01,Theft,10H60,"Road, Street, or Sidewalk",12400-12499,ROY MIX BOHN LANE,-,-,1
05/06/2017,19,Theft,10H60,"Road, Street, or Sidewalk",5200-5299,CALHOUN RD,RD,-,1
05/06/2017,17,Theft,10H60,"Road, Street, or Sidewalk",6500-6599,PEERLESS,-,-,1
05/06/2017,22,Theft,10H60,"Field, Woods, Forest, Park",3000-3099,P O BOX 300901,-,-,1
05/06/2017,16,Theft,10H60,Other Parking Lot,5200-5299,CALHOUN RD,RD,-,1
05/06/2017,15,Theft,10H60,Residence or House,3700-3799,SOUTHMORE BLVD,BLVD,-,1
05/07/2017,13,Theft,10H60,"Road, Street, or Sidewalk",5100-5199,CALHOUN RD,RD,-,1
05/07/2017,17,Aggravated Assault,10H60,Apartment Parking Lot,4000-4099,GRIGGS RD,RD,-,1
05/08/2017,08,Theft,10H60,Residence or House,3800-3899,CANFIELD ST,ST,-,1
05/09/2017,13,Theft,10H60,"Road, Street, or Sidewalk",3800-3899,ATTUCKS ST,ST,-,1
05/09/2017,16,Theft,10H60,Miscellaneous Business (Non-Specific),3600-3699,OLD SPANISH,TRL,-,1
05/09/2017,19,Robbery,10H60,Residence or House,3800-3899,N MACGREGOR WAY,-,-,1
05/09/2017,20,Theft,10H60,Nursing Home,7500-7599,KINGSLEY,ST,-,1
05/09/2017,09,Theft,10H60,"Road, Street, or Sidewalk",2400-2499,BLODGETT ST,ST,-,1
05/09/2017,09,Theft,10H60,"Road, Street, or Sidewalk",5200-5299,CALHOUN RD,RD,-,1
05/09/2017,00,Burglary,10H60,Liquor Store,2700-2799,HOLMAN,-,-,1
05/11/2017,21,Robbery,10H60,Apartment Parking Lot,4300-4399,VARSITY LN,-,-,1
05/12/2017,10,Robbery,10H60,"Road, Street, or Sidewalk",3200-3299,OZARK,-,-,1
05/12/2017,11,Theft,10H60,Miscellaneous Business (Non-Specific),3800-3899,OLD SPANISH,TRL,-,1
05/12/2017,16,Theft,10H60,"Other, Unknown, or Not Listed",3700-3799,SOUTHMORE BLVD,BLVD,-,1
05/13/2017,09,Theft,10H60,"Road, Street, or Sidewalk",3600-3699,GRIGGS RD,RD,-,1
05/13/2017,07,Theft,10H60,"Road, Street, or Sidewalk",3700-3799,PARKWOOD DR,-,-,1
05/13/2017,04,Theft,10H60,"Road, Street, or Sidewalk",3300-3399,NATCHEZ,-,-,1
05/13/2017,13,Theft,10H60,Driveway,3700-3799,RIO VISTA,-,-,1
05/13/2017,11,Theft,10H60,Apartment,2300-2399,BLODGETT ST,ST,-,1
05/13/2017,11,Theft,10H60,Driveway,6200-6299,CULBERSON ST,ST,-,1
05/13/2017,11,Theft,10H60,"Road, Street, or Sidewalk",5200-5299,CALHOUN RD,RD,-,1
05/13/2017,11,Robbery,10H60,Construction Site,3900-3999,FERNWOOD DR.,-,-,1
05/13/2017,11,Robbery,10H60,"Road, Street, or Sidewalk",6000-6099,BOWLING GREEN ST,ST,-,1
05/13/2017,20,Theft,10H60,University or College,3300-3399,BLODGETT ST,ST,-,1
05/15/2017,13,Robbery,10H60,Residence or House,5100-5199,GLENRIDGE,-,-,1
05/16/2017,07,Theft,10H60,Residence or House,3300-3399,OZARK,-,-,1
05/16/2017,18,Theft,10H60,Hospital Parking Lot,3600-3699,N MACGREGOR WAY,-,-,1
05/17/2017,00,Aggravated Assault,10H60,"Road, Street, or Sidewalk",3700-3799,SOUTHMORE BLVD,BLVD,-,1
05/18/2017,21,AutoTheft,10H60,Restaurant or Cafeteria Parking Lot,3600-3699,OLD SPANISH TRL,-,-,1
05/18/2017,15,AutoTheft,10H60,Residence or House,6500-6599,PEERLESS,-,-,1
05/18/2017,12,Theft,10H60,Driveway,3700-3799,GRIGGS RD,RD,-,1
05/18/2017,00,Burglary,10H60,Miscellaneous Business (Non-Specific),3900-3999,SCOTT,ST,-,1
05/18/2017,07,Theft,10H60,"Road, Street, or Sidewalk",2400-2499,BARBEE ST,ST,-,1
05/19/2017,16,Robbery,10H60,Driveway,4300-4399,FACULTY LN,-,-,1
05/20/2017,13,Theft,10H60,Hospital,10700-10799,SANDSTONE,ST,-,1
05/20/2017,09,Theft,10H60,Bar or Night Club Parking Lot,4400-4499,EMANCIPATION AVE,-,-,1
05/20/2017,09,Theft,10H60,Residence or House,3800-3899,JULIUS LN,-,-,1
05/21/2017,09,Theft,10H60,"Road, Street, or Sidewalk",6400-6499,DEL RIO ST,ST,-,1
05/21/2017,08,Burglary,10H60,Residence or House,3300-3399,PARKWOOD DR,-,-,1
05/21/2017,01,AutoTheft,10H60,"Road, Street, or Sidewalk",5300-5399,GRAPEVINE ST.,-,-,1
05/22/2017,15,Aggravated Assault,10H60,Residence or House,3700-3799,SOUTHMORE,BLVD,-,1
05/22/2017,10,Theft,10H60,Apartment Parking Lot,5500-5599,SAMPSON,-,-,1
05/23/2017,12,Aggravated Assault,10H60,Residence or House,2200-2299,WENTWORTH ST,ST,-,1
05/23/2017,10,Robbery,10H60,"Vacant Single Occ Resd(House,Townhs,Dplex)",3800-3899,S MACGREGOR WAY,-,-,1
05/23/2017,14,Theft,10H60,Miscellaneous Business (Non-Specific),3500-3599,DIXIE DR,-,-,1
05/23/2017,07,Theft,10H60,Apartment,3000-3099,ARBOR,ST,-,1
05/23/2017,22,Theft,10H60,Bus Stop,4600-4699,SCOTT ST,ST,-,1
05/24/2017,17,Aggravated Assault,10H60,"Road, Street, or Sidewalk",5300-5399,BLYTHEWOOD,ST,-,1
05/24/2017,14,Theft,10H60,Residence or House,3500-3599,S MACGREGOR WAY,-,-,1
05/25/2017,04,Theft,10H60,Apartment Parking Lot,6400-6499,DEL RIO ST,ST,-,1
05/25/2017,20,Aggravated Assault,10H60,"Road, Street, or Sidewalk",4900-4999,GATEWOOD,-,-,1
05/25/2017,20,Theft,10H60,Apartment Parking Lot,6400-6499,DEL RIO ST,ST,-,1
05/25/2017,12,Robbery,10H60,"Road, Street, or Sidewalk",4600-4699,DELANO,-,-,1
05/26/2017,08,Theft,10H60,Hotel or Motel Parking Lot,4600-4699,LIVE OAK,-,-,1
05/26/2017,09,Theft,10H60,Apartment Parking Lot,6400-6499,DEL RIO ST,ST,-,1
05/26/2017,11,Burglary,10H60,Apartment,3700-3799,SOUTHMORE BLVD,BLVD,-,1
05/26/2017,14,Robbery,10H60,Residence or House,5100-5199,WESTOVER,ST,-,1
05/26/2017,17,Theft,10H60,Apartment Parking Lot,8600-8699,VALLEY ROCK,DR,-,1
05/26/2017,20,Robbery,10H60,"Road, Street, or Sidewalk",5400-5499,TIERWESTER,ST,-,1
05/26/2017,22,Burglary,10H60,Apartment,2400-2499,SOUTHMORE BLVD,BLVD,-,1
05/27/2017,07,Theft,10H60,Residence or House,6400-6499,DEL RIO ST,ST,-,1
05/27/2017,09,Theft,10H60,Commercial Building,6500-6599,PEERLESS,-,-,1
05/27/2017,02,AutoTheft,10H60,"Road, Street, or Sidewalk",21600-21699,LOVIS,WAY,-,1
05/27/2017,08,Theft,10H60,"Road, Street, or Sidewalk",6500-6599,PEERLESS,-,-,1
05/27/2017,15,Theft,10H60,Bar or Night Club Parking Lot,3300-3399,DIXIE DR,-,-,1
05/27/2017,19,Robbery,10H60,Apartment Parking Lot,5500-5599,SAMPSON,-,-,1
05/27/2017,19,Theft,10H60,Other Parking Lot,5200-5299,CALHOUN RD,RD,-,1
05/28/2017,07,Aggravated Assault,10H60,Apartment,6400-6499,BOWLING GREEN,-,-,1
05/28/2017,02,Theft,10H60,Bar or Night Club,1500-1599,WEILAND MANOR,LN,-,1
05/28/2017,02,Theft,10H60,"Road, Street, or Sidewalk",3300-3399,P.O BOX,-,-,1
05/28/2017,01,Theft,10H60,"Road, Street, or Sidewalk",4200-4299,DOWLING ST,ST,-,1
05/29/2017,02,Burglary,10H60,Apartment,5500-5599,PO BOX 667097,-,-,1
05/29/2017,19,Theft,10H60,Residence or House,3400-3499,ARBOR ST,ST,-,1
05/29/2017,10,AutoTheft,10H60,Bar or Night Club Parking Lot,3300-3399,DIXIE DR,-,-,1
05/29/2017,11,Rape,10H60,Highway or Freeway,3600-3699,SOUTHMORE BLVD,BLVD,-,1
05/30/2017,07,Robbery,10H60,Convenience Store,4000-4099,GRIGGS,RD,-,1
05/31/2017,08,Theft,10H60,Apartment Parking Lot,4400-4499,S MACGREGOR WAY,-,-,1
05/31/2017,08,Theft,10H60,"Road, Street, or Sidewalk",2800-2899,ROSEDALE,-,-,1
05/31/2017,07,Burglary,10H60,Bar or Night Club,3300-3399,RALEIGH,-,-,1
03/13/2017,00,Rape,10H70,"Hotel, Motel, Inn, Etc.",6400-6499,FANNIN ST IB,-,-,1
04/05/2017,09,AutoTheft,10H70,Commercial Parking Lot or Garage,5500-5599,HERMANN PARK,DR,-,1
05/01/2017,02,Theft,10H70,Residence or House,6100-6199,GEHRING,-,-,1
05/01/2017,10,Theft,10H70,Convenience Store,4600-4699,SAN JACINTO,ST,-,1
05/01/2017,10,Theft,10H70,"Field, Woods, Forest, Park",2100-2199,N MACGREGOR WAY,-,-,1
05/01/2017,11,Theft,10H70,"Road, Street, or Sidewalk",5600-5699,CRAWFORD,RD,-,1
05/01/2017,16,Theft,10H70,Department or Discount Store,5100-5199,ALMEDA,RD,-,1
05/02/2017,14,Theft,10H70,Hospital Parking Lot,6700-6799,FANNIN ST IB,-,-,1
05/02/2017,07,Theft,10H70,Hospital,6700-6799,BERTNER,AVE,-,1
05/02/2017,16,Theft,10H70,Hospital,6400-6499,FANNIN ST IB,-,-,1
05/03/2017,22,Burglary,10H70,Apartment,UNK,SEMINOLE COURT,-,-,1
05/03/2017,18,Burglary,10H70,Apartment,2900-2999,OLD SPANISH TRL,-,-,1
05/03/2017,18,Burglary,10H70,Apartment,2900-2999,PO BOX 106169,-,-,1
05/03/2017,15,Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",14800-14899,OAK BLUFF,CT,-,1
05/03/2017,16,Aggravated Assault,10H70,Nursing Home,2400-2499,HOLCOMBE BLVD,BLVD,-,1
05/03/2017,16,Burglary,10H70,Apartment,7300-7399,ARDMORE ST,ST,-,1
05/04/2017,10,Burglary,10H70,Apartment Parking Lot,2900-2999,OLD SPANISH,TRL,-,1
05/04/2017,09,Theft,10H70,Commercial Parking Lot or Garage,1500-1599,HERMANN DR,-,-,1
05/04/2017,11,Theft,10H70,Residence or House,1800-1899,ARBOR ST,ST,-,1
05/04/2017,23,Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6200-6299,HERMANN PARK DR,-,-,1
05/04/2017,22,AutoTheft,10H70,Commercial Parking Lot or Garage,5500-5599,HERMANN PARK,DR,-,1
05/04/2017,15,Theft,10H70,Other Parking Lot,5800-5899,CAROLINE ST,ST,-,1
05/05/2017,10,Theft,10H70,Commercial Parking Lot or Garage,6200-6299,GEHRING,-,-,1
05/05/2017,14,Theft,10H70,Hospital,6500-6599,FANNIN ST IB,-,-,1
05/05/2017,14,Theft,10H70,"Other, Unknown, or Not Listed",1500-1599,TAUB LP,-,-,1
05/05/2017,22,Theft,10H70,Other Parking Lot,1200-1299,KINGS CREEK,TRL,-,1
05/05/2017,18,Theft,10H70,"Road, Street, or Sidewalk",1300-1399,PALM,-,-,1
05/06/2017,21,Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",5700-5799,FANNIN ST OB,-,-,1
05/07/2017,11,Burglary,10H70,"Vacant Single Occ Resd(House,Townhs,Dplex)",4200-4299,CHARTRES ST,ST,-,1
05/07/2017,14,Theft,10H70,Other Parking Lot,1900-1999,RUTH,-,-,1
05/07/2017,15,Theft,10H70,Hospital,6600-6699,FANNIN ST IB,-,-,1
05/07/2017,21,Robbery,10H70,"Road, Street, or Sidewalk",1700-1799,CLEBURNE ST,ST,-,1
05/08/2017,01,Theft,10H70,Residence or House,1800-1899,PROSPECT,-,-,1
05/08/2017,08,Burglary,10H70,"Parks and Recreation, Zoo, Swimming Pool",6200-6299,HERMANN PARK DR,-,-,1
05/08/2017,22,Theft,10H70,"Road, Street, or Sidewalk",5500-5599,AUSTIN ST,ST,-,1
05/08/2017,21,Theft,10H70,Bus Stop,900-999,PRESSLER,-,-,1
05/08/2017,14,Theft,10H70,Apartment Rental Office,7000-7099,SANTA RITA,DR,-,1
05/08/2017,17,Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",3800-3899,ZEPHYR,ST,-,1
05/08/2017,18,Theft,10H70,Service or Gas Station,2400-2499,RIDGE HOLLOW,DR,-,1
05/08/2017,20,Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6200-6299,HERMANN PARK DR,-,-,1
05/09/2017,02,Theft,10H70,Apartment,1600-1699,HERMANN DRIVE APT,-,-,1
05/09/2017,09,Theft,10H70,Hospital,6400-6499,FANNIN,ST,-,1
05/09/2017,11,Theft,10H70,Commercial Parking Lot or Garage,1500-1599,HERMANN DR,-,-,1
05/09/2017,11,Theft,10H70,Hospital,6400-6499,FANNIN,ST,-,1
05/09/2017,16,AutoTheft,10H70,"Road, Street, or Sidewalk",4600-4699,CHARTRES ST,ST,-,1
05/10/2017,09,Theft,10H70,Garage or Carport,1600-1699,WICHITA ST,ST,-,1
05/10/2017,05,Theft,10H70,"Road, Street, or Sidewalk",6900-6999,BURGESS ST,ST,-,1
05/10/2017,01,Theft,10H70,Hospital,6400-6499,MAIN ST,ST,-,1
05/10/2017,18,Theft,10H70,Driveway,6900-6999,BURGESS ST,ST,-,1
05/10/2017,19,Theft,10H70,Hospital,6500-6599,FANNIN ST IB,-,-,1
05/10/2017,12,Theft,10H70,"Road, Street, or Sidewalk",5300-5399,CRAWFORD ST,ST,-,1
05/10/2017,13,Theft,10H70,Hospital,6200-6299,FANNIN ST IB,-,-,1
05/10/2017,14,Theft,10H70,"Other, Unknown, or Not Listed",6400-6499,FANNIN ST IB,-,-,1
05/11/2017,07,Theft,10H70,"Road, Street, or Sidewalk",4900-4999,JACKSON ST,ST,-,1
05/11/2017,08,Theft,10H70,"Road, Street, or Sidewalk",2900-2999,PAYSON,-,-,1
05/11/2017,15,Theft,10H70,Warehouse,7100-7199,ARDMORE ST,ST,-,1
05/12/2017,01,Aggravated Assault,10H70,"Other, Unknown, or Not Listed",15000-15099,TIPPCREST,ST,-,1
05/12/2017,16,Burglary,10H70,Residence or House,1700-1799,PROSPECT,-,-,1
05/12/2017,17,Theft,10H70,"Other, Unknown, or Not Listed",1500-1599,TAUB LP,-,-,1
05/12/2017,19,AutoTheft,10H70,Apartment Parking Lot,7700-7799,GREENBRIAR DR,-,-,1
05/12/2017,14,Theft,10H70,Miscellaneous Business (Non-Specific),6500-6599,FANNIN ST IB,-,-,1
05/12/2017,10,AutoTheft,10H70,Apartment Parking Lot,7700-7799,GREENBRIAR,DR,-,1
05/12/2017,10,Burglary,10H70,Apartment,12800-12899,CHISWICK,RD,-,1
05/12/2017,09,Theft,10H70,Hotel or Motel Parking Lot,1300-1399,BRAESWOOD,BLVD,S,1
05/13/2017,12,Theft,10H70,Drug Store or Medical Supply,2200-2299,HOLCOMBE,BLVD,-,1
05/13/2017,13,Theft,10H70,Hospital,1500-1599,HOLCOMBE,BLVD,-,1
05/13/2017,13,Theft,10H70,Hospital,6400-6499,FANNIN,ST,-,1
05/13/2017,13,Theft,10H70,Hospital,6600-6699,FANNIN ST IB,-,-,1
05/13/2017,13,Theft,10H70,Restaurant or Cafeteria,4300-4399,ALMEDA,RD,-,1
05/14/2017,01,Aggravated Assault,10H70,Other Parking Lot,5700-5799,LOS ANGELES,-,-,2
05/14/2017,06,Theft,10H70,Garage or Carport,5700-5799,ALMEDA RD,RD,-,1
05/14/2017,07,Theft,10H70,Hospital,6500-6599,FANNIN ST IB,-,-,1
05/14/2017,08,Theft,10H70,Garage or Carport,1300-1399,MOURSUND,-,-,1
05/14/2017,20,Theft,10H70,"Road, Street, or Sidewalk",5600-5699,LA BRANCH,-,-,1
05/15/2017,14,AutoTheft,10H70,Commercial Parking Lot or Garage,6900-6999,FANNIN ST OB,-,-,1
05/15/2017,11,Theft,10H70,Light Rail Platform,6900-6999,FANNIN ST OB,-,-,1
05/15/2017,10,Theft,10H70,Apartment Parking Lot,3700-3799,IMPERIAL,DR,-,1
05/15/2017,10,Theft,10H70,Commercial Parking Lot or Garage,1200-1299,HERMANN,DR,-,1
05/15/2017,23,Theft,10H70,Residence or House,1900-1999,RUTH,-,-,1
05/15/2017,20,Aggravated Assault,10H70,"Road, Street, or Sidewalk",7200-7299,PATRICIA,LN,-,1
05/16/2017,19,Robbery,10H70,"Road, Street, or Sidewalk",5900-5999,FANNIN ST,ST,-,1
05/16/2017,14,Aggravated Assault,10H70,Hospital,1500-1599,TAUB,LP,-,1
05/16/2017,08,Theft,10H70,"Amusement Park, Bowling Alley, Skate Rink",6200-6299,HERMANN PARK DR,-,-,1
05/16/2017,12,Theft,10H70,Government or Public Building,1700-1799,TYNEMOUTH,DR,-,1
05/16/2017,10,Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",6000-6099,FANNIN ST IB,-,-,1
05/17/2017,00,Theft,10H70,Hospital,6700-6799,BERTNER,AVE,-,1
05/17/2017,02,Theft,10H70,"Road, Street, or Sidewalk",1300-1399,EWING ST,ST,-,1
05/17/2017,03,Aggravated Assault,10H70,Bar or Night Club Parking Lot,5400-5499,ALMEDA RD,RD,-,1
05/17/2017,17,Theft,10H70,Other Parking Lot,7400-7499,SHNEIDER,ST,-,1
05/17/2017,12,Theft,10H70,Residence or House,4500-4599,JACKSON ST,ST,-,1
05/17/2017,15,Theft,10H70,"Hotel, Motel, Inn, Etc.",5300-5399,CRAWFORD ST,ST,-,1
05/18/2017,20,AutoTheft,10H70,Commercial Parking Lot or Garage,6700-6799,P.O. BOX 59105,-,-,1
05/18/2017,08,Theft,10H70,Garage or Carport,1400-1499,CAMBRIDGE ST,ST,-,1
05/18/2017,09,AutoTheft,10H70,Apartment Parking Lot,15200-15299,GULF,FWY,-,1
05/18/2017,13,Theft,10H70,"Other, Unknown, or Not Listed",6200-6299,HERMANN PARK DR,-,-,1
05/18/2017,15,Rape,10H70,Bus Stop,6400-6499,FANNIN,ST,-,1
05/19/2017,02,Burglary,10H70,"Libraries, Museums",1400-1499,HYDE PARK BLVD. APT. 11,-,-,1
05/19/2017,16,Theft,10H70,Hospital,1300-1399,BINZ ST,ST,-,1
05/19/2017,17,Theft,10H70,Hospital,6600-6699,FANNIN ST IB,-,-,1
05/19/2017,13,Theft,10H70,Hospital,6500-6599,FANNIN ST IB,-,-,1
05/19/2017,12,Theft,10H70,"Parks and Recreation, Zoo, Swimming Pool",1600-1699,HERMANN DR,-,-,1
